Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
2187,Pachera Jean Baptiste Stanislas,1892,1912,19,19,Male,,Crew,A la Carte,,,,Southampton,
2188,Padron Manent Julian,1885,1968,26,83,Male,Single,Passenger,2nd Class,,2146,,Cherbourg,New York City
2189,Paice Richard Charles John,1880,1912,32,32,Male,Married,Crew,Engine,,,,Southampton,
2190,Pain Alfred,1888,1912,23,23,Male,,Passenger,2nd Class,,244278,,Southampton,
2191,Painter Charles,1880,1912,32,32,Male,Married,Crew,Engine,,,,Southampton,
2192,Painter Frank,1883,1912,28,28,Male,Married,Crew,Engine,,,,Southampton,
2193,Paintin James Arthur,1882,1912,29,29,Male,Married,Crew,Victualling,,,,Southampton,
2194,Palles Thomas Henry Michael,1867,1912,45,45,Male,Single,Crew,Engine,,,,Belfast,
2195,Pall‡s i CastellÛ Emilio,1883,1940,29,57,Male,Single,Passenger,2nd Class,,2147,,Cherbourg,New York City
2196,Palmquist Oskar Leander Johansson,1885,1925,26,39,Male,,Passenger,3rd Class,,347070,,Southampton,New York City
2197,Panula Eino Viljam,1911,1912,1,1,Male,,Passenger,3rd Class,,3101295,,Southampton,
2198,Panula Ernesti Arvid,1895,1912,16,16,Male,Single,Passenger,3rd Class,,3101295,,Southampton,
2199,Panula Jaako Arnold,1897,1912,15,15,Male,Single,Passenger,3rd Class,,3101295,,Southampton,
2200,Panula Juha Niilo,1904,1912,7,7,Male,,Passenger,3rd Class,,3101295,,Southampton,
2201,Panula Maija Emelia Abrahamintytar,1870,1912,41,41,Female,Married,Passenger,3rd Class,,3101295,,Southampton,
2202,Panula Urho Abraham,1909,1912,2,2,Male,,Passenger,3rd Class,,3101295,,Southampton,
2203,Parker Clifford Richard,1894,1912,17,17,Male,Single,Passenger,2nd Class,,14888,,Southampton,
2204,Parrish Lutie Davis,1852,1930,59,78,Female,Married,Passenger,2nd Class,,230433,,Southampton,New York City
2205,Parsons Edward,1874,1912,37,37,Male,Married,Crew,Victualling,,,,Southampton,
2206,Parsons Frank Alfred,1885,1912,26,26,Male,Married,Crew,Engine,,,,Belfast,
2207,Parsons Richard Henry,1893,1912,18,18,Male,Single,Crew,Victualling,,,,Southampton,
2208,Partner Austin,1871,1912,40,40,Male,Married,Passenger,1st Class,,113043,C124,Southampton,
2209,Pascoe Charles Henry,1867,1937,45,69,Male,Single,Crew,Deck,,,,Southampton,New York City
2210,Pasic Jakob,1891,1912,21,21,Male,Single,Passenger,3rd Class,,315097,,Southampton,
2211,Patchett George,1892,1912,18,18,Male,Single,Passenger,3rd Class,,358585,,Southampton,
2212,Patton Matthew,1886,1948,26,63,Male,Single,Crew,Engine,,,,Belfast,Southampton
2213,Pavlovi? Stefo,1880,1912,32,32,Male,Married,Passenger,3rd Class,,349242,,Southampton,
2214,Peacock Albert Edward,1911,1912,0,0,Male,,Passenger,3rd Class,,3101315,,Southampton,
2215,Peacock Edith,1886,1912,26,26,Female,Married,Passenger,3rd Class,,3101315,,Southampton,
2216,Peacock Treasteall,1908,1912,4,4,Female,,Passenger,3rd Class,,3101315,,Southampton,
2217,Pearce Alfred Ernest,1887,1912,24,24,Male,Single,Crew,Victualling,,,,Southampton,
2218,Pearce Ernest,1880,1912,31,31,Male,Single,Passenger,3rd Class,,343271,,Southampton,
2219,Pearce John,1878,1933,33,54,Male,Single,Crew,Engine,,,,Southampton,New York City
2220,Pearcey Albert Victor,1887,1952,25,65,Male,,Crew,Victualling,,,,Southampton,New York City
2221,Pears Edith,1889,1956,22,66,Female,Married,Passenger,1st Class,,113776,C2,Southampton,New York City
2222,Pears Thomas,1882,1912,29,29,Male,,Passenger,1st Class,,113776,C2,Southampton,
2223,Pedersen Olaf,1883,1912,28,28,Male,Married,Passenger,3rd Class,,345498,,Southampton,
2224,Pedrini Alessandro,1890,1912,21,21,Male,Single,Crew,A la Carte,,,,Southampton,
2225,Peduzzi Joseph,1887,1912,24,24,Male,,Passenger,3rd Class,,2817,,Southampton,
2226,Pekoniemi Edvard,1890,1912,21,21,Male,,Passenger,3rd Class,,3101294,,Southampton,
2227,Pelham George,1873,1939,39,66,Male,Married,Crew,Engine,,,,Southampton,New York City
2228,Peltom‰ki Nikolai Johannes,1886,1912,25,25,Male,Single,Passenger,3rd Class,,3101291,,Southampton,
2229,Pengelly Frederick William,1892,1912,19,19,Male,Single,Passenger,2nd Class,,28665,,Southampton,
2230,Pennal Thomas Frederick Cohen,1878,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,
2231,Penny William Farr,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Southampton,
2232,Penrose John Poole,1863,1912,49,49,Male,Married,Crew,Victualling,,,,Belfast,
2233,Peracchio Alberto,1892,1912,20,20,Male,Single,Crew,A la Carte,,,,Southampton,
2234,Peracchio Sebastiano,1894,1912,17,17,Male,Single,Crew,A la Carte,,,,Southampton,
2235,Perkin John Henry,1888,1912,23,23,Male,,Passenger,3rd Class,,21174,,Southampton,
2236,Perkins Laurence Alexander,1890,1912,22,22,Male,Single,Crew,Victualling,,,,Southampton,
2237,Perkis Walter John,1874,1954,37,79,Male,Married,Crew,Deck,,,,Belfast,New York City
2238,Perotti Alfonso,1891,1912,20,20,Male,Single,Crew,A la Carte,,,,Southampton,
2239,Perren William Charles,1864,1912,47,47,Male,Married,Crew,Victualling,,,,Southampton,
2240,Perriton Hubert Prouse,1880,1912,32,32,Male,Single,Crew,Victualling,,,,Southampton,
2241,Perry Edgar Lionel,1892,1940,19,48,Male,Single,Crew,Engine,,,,Southampton,New York City
2242,Perry Henry Frederick,1889,1912,23,23,Male,Single,Crew,Engine,,,,Southampton,
2243,Persson Ernst Ulrik,1886,1951,25,65,Male,Married,Passenger,3rd Class,,347083,,Southampton,New York City
2244,Peruschitz Josef,1871,1912,41,41,Male,Single,Passenger,2nd Class,,237393,,Southampton,
2245,Peteranec Kramari? Mathilda,1884,1912,28,28,Female,Widowed,Passenger,3rd Class,,349245,,Southampton,
2246,Peters Catherine,1884,1912,27,27,Female,Single,Passenger,3rd Class,,330935,,Queenstown,
2247,Peters William Chapman,1886,1950,26,64,Male,,Crew,Deck,,,,Southampton,New York City
2248,Petersen Marius,1887,1912,24,24,Male,Single,Passenger,3rd Class,,342441,,Southampton,
2249,Petroff Nedialco,1893,1912,19,19,Male,,Passenger,3rd Class,,349212,,Southampton,
2250,Petroff Pastcho,1883,1912,29,29,Male,,Passenger,3rd Class,,349215,,Southampton,
2251,Pettersson Elin Natalia,1893,1912,18,18,Female,Single,Passenger,3rd Class,,347087,,Southampton,
2252,Pettersson Johan Emil,1886,1912,25,25,Male,Single,Passenger,3rd Class,,347076,,Southampton,
2253,Petty Edwin Henry,1887,1912,25,25,Male,Single,Crew,Victualling,,,,Southampton,
2254,Peuchen Arthur Godfrey,1859,1929,52,70,Male,Married,Passenger,1st Class,,113786,C104,Southampton,New York City
2255,PeÒasco y Castellana Maria Josefa Perezde Soto y Vallejo,1889,1972,22,82,Female,Married,Passenger,1st Class,,17758,C65,Cherbourg,New York City
2256,PeÒasco y Castellana Victor,1887,1912,24,24,Male,Married,Passenger,1st Class,,17758,C65,Cherbourg,
2257,Pfropper Richard Paul Jozef,1882,1964,30,81,Male,Single,Crew,Victualling,,,,Southampton,New York City
2258,Phillimore Harold Charles William,1888,1967,23,78,Male,Single,Crew,Victualling,,,,Belfast,New York City
2259,Phillips Alice Frances Louisa,1891,1923,21,31,Female,,Passenger,2nd Class,,2,,Southampton,New York City
2260,Phillips Escott Robert,1868,1912,43,43,Male,Widowed,Passenger,2nd Class,,2,,Southampton,
2261,Phillips George,1885,1912,27,27,Male,,Crew,Engine,,,,Southampton,
2262,Phillips James,1885,,27,,Male,,Crew,Engine,,,,Belfast,Southampton
2263,Phillips John George,1887,1912,25,25,Male,Single,Crew,Victualling,,,,Belfast,
2264,Phillips Kate Florence,1893,1964,19,71,Female,Single,Passenger,2nd Class,,250655,,Southampton,New York City
2265,Phillips Walter John,1875,1912,37,37,Male,Married,Crew,A la Carte,,,,Southampton,
2266,Phillips William,1886,,26,,Male,,Crew,Engine,,,,Belfast,Southampton
2267,Piatti Louis,1895,1912,17,17,Male,Single,Crew,A la Carte,,,,Southampton,
2268,Piazza Pompeo Gaspro,1879,1912,33,33,Male,Married,Crew,A la Carte,,,,Southampton,
2269,Picard BenoÓt,1878,1941,33,62,Male,Single,Passenger,3rd Class,,392078,10,Southampton,New York City
2270,Pidgeon William,1865,1922,46,57,Male,Married,Crew,Engine,,,,Belfast,Southampton
2271,Pierce Robert,1872,,40,,Male,,Crew,Engine,,,,Belfast,Southampton
2272,Pinsky Rosa,1880,,32,,Female,Single,Passenger,2nd Class,,234604,,Southampton,New York City
2273,Pitfield William James,1886,1912,25,25,Male,Married,Crew,Engine,,,,Southampton,
2274,Platt Wilfred George,1894,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
2275,Plotcharsky Vasil,1885,1912,27,27,Male,,Passenger,3rd Class,,349227,,Southampton,
2276,Pocrni? Mate,1895,1912,17,17,Male,Single,Passenger,3rd Class,,315095,,Southampton,
2277,Pocrni? Tome,1888,1912,24,24,Male,Married,Passenger,3rd Class,,315092,,Southampton,
2278,Podesta Alfred John Alexander,1887,1968,24,80,Male,Engaged,Crew,Engine,,,,Southampton,New York City
2279,Poggi Emilio,1883,1912,28,28,Male,Single,Crew,A la Carte,,,,Southampton,
2280,Poingdestre John Thomas,1884,,27,,Male,Married,Crew,Deck,,,,Southampton,New York City
2281,Pond George,1879,1912,32,32,Male,Single,Crew,Engine,,,,Southampton,
2282,Ponesell Martin,1888,1912,24,24,Male,,Passenger,2nd Class,,250647,,Southampton,
2283,Pook Percy Robert,1876,1912,36,36,Male,Single,Crew,Victualling,,,,Southampton,
2284,Port Frank,1889,1943,22,54,Male,Single,Crew,Victualling,,,,Southampton,New York City
2285,Portaluppi Emilio Ilario Giuseppe,1881,1974,30,92,Male,,Passenger,2nd Class,,34644,,Cherbourg,New York City
2286,Porter Walter Chamberlain,1865,1912,46,46,Male,Married,Passenger,1st Class,,110465,C110,Southampton,
2287,Porteus Thomas Henry,1878,1912,33,33,Male,Single,Crew,Victualling,,,,Southampton,
2288,Potter Lily Alexenia,1855,1954,56,98,Female,Widowed,Passenger,1st Class,,11767,C50,Cherbourg,New York City
2289,Prangnell George Alexander,1881,1953,30,71,Male,Married,Crew,Engine,,,,Southampton,New York City
2290,Prentice Frank Winnold,1889,1982,23,93,Male,Single,Crew,Victualling,,,,Southampton,New York City
2291,Preston Thomas Charles Alfred,1891,1912,20,20,Male,Single,Crew,Engine,,,,Southampton,
2292,Price Ernest Cyril,1895,1912,17,17,Male,Single,Crew,A la Carte,,,,Southampton,
2293,Prichard Alice Maud,1875,1948,36,73,Female,Married,Crew,Victualling,,,,Southampton,New York City
2294,Prideaux John Arthur (Jack),1888,1912,23,23,Male,Single,Crew,Victualling,,,,Southampton,
2295,Priest Arthur John,1887,1937,24,49,Male,Single,Crew,Engine,,,,Southampton,New York City
2296,Prior Harold John Arnold,1891,1949,20,57,Male,Single,Crew,Victualling,,,,Southampton,New York City
2297,Proctor Charles,1866,1912,45,45,Male,Married,Crew,Victualling,,,,Belfast,
2298,Proudfoot Richard Royston,1890,1912,21,21,Male,Single,Crew,Engine,,,,Southampton,
2299,Pryce Charles William,1889,1912,22,22,Male,Married,Crew,Victualling,,,,Southampton,
2300,Pugh Alfred,1891,1962,20,71,Male,Single,Crew,Victualling,,,,Southampton,New York City
2301,Pugh Arthur Percy,1881,1912,31,31,Male,Single,Crew,Engine,,,,Southampton,
2302,Pulbaum Franz,1884,1912,27,27,Male,,Passenger,2nd Class,,2168,,Cherbourg,
2303,Pulner Uscher,1896,1912,16,16,Male,Single,Passenger,3rd Class,,3411,,Cherbourg,
2304,Pusey William Robert Holland,1890,1918,22,28,Male,Married,Crew,Engine,,,,Southampton,New York City
2305,Puzey John Edward,1868,1912,44,44,Male,Married,Crew,Victualling,,,,Belfast,
2306,PÂlsson Alma Cornelia,1882,1912,29,29,Female,Married,Passenger,3rd Class,,349909,,Southampton,
2307,PÂlsson Gˆsta Leonard,1910,1912,2,2,Male,,Passenger,3rd Class,,349909,,Southampton,
2308,PÂlsson Paul Folke,1906,1912,6,6,Male,,Passenger,3rd Class,,349909,,Southampton,
2309,PÂlsson Stina Viola,1908,1912,3,3,Female,,Passenger,3rd Class,,349909,,Southampton,
2310,PÂlsson Torborg Danira,1903,1912,8,8,Female,,Passenger,3rd Class,,349909,,Southampton,
2311,Quick Jane,1878,1965,33,86,Female,Married,Passenger,2nd Class,,26360,,Southampton,New York City
2312,Quick Phyllis May,1909,1954,2,44,Female,,Passenger,2nd Class,,26360,,Southampton,New York City
2313,Quick Winnifred Vera,1904,2002,8,98,Female,,Passenger,2nd Class,,26360,,Southampton,New York City
2314,Quinn John,1876,,36,,Male,,Crew,Engine,,,,Belfast,Southampton
2315,Radeff Alexander,1885,1912,27,27,Male,,Passenger,3rd Class,,349223,,Southampton,
2316,Raf?l-B?lus B?kh?s,1891,1912,21,21,Male,Married,Passenger,3rd Class,,2679,,Cherbourg,
2317,Randall Frank Henry,1883,1912,29,29,Male,Married,Crew,Victualling,,,,Southampton,
2318,Ranger Thomas,1882,1964,29,81,Male,Married,Crew,Engine,,,,Southampton,New York City
2319,Ransom James,1862,1912,49,49,Male,Married,Crew,Victualling,,,,Belfast,
2320,Rattenbury William Henry,1874,1912,38,38,Male,Married,Crew,Victualling,,,,Belfast,
2321,Ratti Enrico,1890,1912,21,21,Male,Single,Crew,A la Carte,,,,Southampton,
2322,Ray Frederick Dent,1879,1977,32,97,Male,Married,Crew,Victualling,,,,Belfast,New York City
2323,Read Joseph,1891,1912,20,20,Male,,Crew,Engine,,,,Southampton,
2324,Reed James George,1893,1912,18,18,Male,Single,Passenger,3rd Class,,362316,,Southampton,
2325,Reed Thomas Charles Prowse,1857,1912,54,54,Male,Married,Crew,Victualling,,,,Southampton,
2326,Reeves David,1875,1912,36,36,Male,Widowed,Passenger,2nd Class,,17248,,Southampton,
2327,Reeves Frederick Simms,1878,1912,34,34,Male,Married,Crew,Engine,,,,Southampton,
2328,Reeves Frederick Vernon Hilton,1891,1912,20,20,Male,Single,Crew,Victualling,,,,Belfast,
2329,Reid James,1876,,36,,Male,,Crew,Engine,,,,Belfast,Southampton
2330,Reid Robert Thomas,1881,1912,31,31,Male,Single,Crew,Engine,,,,Southampton,
2331,Reki? Tido (Ejdo),1874,1912,38,38,Male,Married,Passenger,3rd Class,,349249,,Southampton,
2332,Renouf Lillian,1882,1933,30,51,Female,Married,Passenger,2nd Class,,31027,,Southampton,New York City
2333,Renouf Peter Henry,1878,1912,33,33,Male,Married,Passenger,2nd Class,,31027,,Southampton,
2334,Rentowl Philip Charles Thomas,1886,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,
2335,Reuchlin Johan George,1874,1912,37,37,Male,,Passenger,1st Class,,19972,,Cherbourg,
2336,Revell William James Francis,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Belfast,
2337,Reynaldo EncarnaciÛn,1882,1964,29,81,Female,Widowed,Passenger,2nd Class,,230434,,Southampton,New York City
2338,Reynolds Harold,1891,1912,21,21,Male,Single,Passenger,3rd Class,,342684,,Southampton,
2339,Rheims George Alexander Lucien,1879,1963,33,84,Male,Married,Passenger,1st Class,,17607,,Cherbourg,New York City
2340,Ricaldone Rinaldo Renato,1889,1912,22,22,Male,Single,Crew,A la Carte,,,,Southampton,
2341,Rice Albert,1902,1912,10,10,Male,,Passenger,3rd Class,,382652,,Queenstown,
2342,Rice Arthur,1907,1912,4,4,Male,,Passenger,3rd Class,,382652,,Queenstown,
2343,Rice Charles John,1880,1949,32,68,Male,,Crew,Engine,,,,Southampton,New York City
2344,Rice Eric,1905,1912,6,6,Male,,Passenger,3rd Class,,382652,,Queenstown,
2345,Rice Francis,1909,1912,2,2,Male,,Passenger,3rd Class,,382652,,Queenstown,
2346,Rice George,1903,1912,8,8,Male,,Passenger,3rd Class,,382652,,Queenstown,
2347,Rice John Reginald,1886,1912,25,25,Male,Engaged,Crew,Victualling,,,,Southampton,
2348,Rice Margaret,1872,1912,39,39,Female,Widowed,Passenger,3rd Class,,382652,,Queenstown,
2349,Rice Percy,1893,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
2350,Richard Emile Phillippe,1888,1912,23,23,Male,,Passenger,2nd Class,,2133,,Cherbourg,
2351,Richards Emily,1887,1972,24,85,Female,,Passenger,2nd Class,,29106,,Southampton,New York City
2352,Richards Joseph James,1882,1912,30,30,Male,Married,Crew,Engine,,,,Southampton,
2353,Richards Sibley George,1911,1987,0,76,Male,,Passenger,2nd Class,,29106,,Southampton,New York City
2354,Richards William Rowe,1909,1988,3,78,Male,,Passenger,2nd Class,,29106,,Southampton,New York City
2355,Rickman George Albert,1876,1912,36,36,Male,Married,Crew,Engine,,,,Southampton,
2356,Ricks Cyril Gordon,1890,1912,22,22,Male,Single,Crew,Victualling,,,,Southampton,
2357,Ridout Walter George,1882,1912,29,29,Male,Single,Crew,Victualling,,,,Southampton,
2358,Ridsdale Lucy,1854,1946,58,91,Female,Single,Passenger,2nd Class,,14258,,Southampton,New York City
2359,Rigozzi Abele,1890,1912,22,22,Male,Single,Crew,A la Carte,,,,Southampton,
2360,Riihivuori Susanna Juhantyt‰r,1889,1912,22,22,Female,,Passenger,3rd Class,,3101295,,Southampton,
2361,Rimmer Gilbert,1883,1912,29,29,Male,Married,Crew,Victualling,,,,Southampton,
2362,Rintam‰ki Matti,1877,1912,35,35,Male,Married,Passenger,3rd Class,,3101273,,Southampton,
2363,Riordan Hannah,1891,1982,21,91,Female,Single,Passenger,3rd Class,,334915,,Queenstown,New York City
2364,Risien Emma Jane,1848,1912,64,64,Female,Married,Passenger,3rd Class,,364498,,Southampton,
2365,Risien Samuel Beard,1842,1912,69,69,Male,Married,Passenger,3rd Class,,364498,,Southampton,
2366,Robert Elisabeth Walton,1868,1956,43,87,Female,,Passenger,1st Class,,24160,B3,Southampton,New York City
2367,Roberton George Edward,1892,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
2368,Roberts Frank John,1875,1912,36,36,Male,Married,Crew,Victualling,,,,Belfast,
2369,Roberts Hugh H.,1871,1912,40,40,Male,Married,Crew,Victualling,,,,Belfast,
2370,Roberts Mary Kezia,1870,1932,41,61,Female,Married,Crew,Victualling,,,,Southampton,New York City
2371,Roberts Robert George,1877,1912,35,35,Male,Married,Crew,Engine,,,,Southampton,
2372,Robins Alexander,1861,1912,50,50,Male,,Passenger,3rd Class,,3337,,Southampton,
2373,Robins Charity,1864,1912,48,48,Female,Married,Passenger,3rd Class,,3337,,Southampton,
2374,Robinson Annie,1865,1914,47,49,Female,Married,Crew,Victualling,,,,Southampton,New York City
2375,Robinson James William,1881,1912,30,30,Male,Married,Crew,Victualling,,,,Southampton,
2376,Robinson Samuel,1869,,43,,Male,,Crew,Deck,,,,Belfast,Southampton
2377,Robinson Thomas,1882,,30,,Male,,Crew,Engine,,,,Belfast,Southampton
2378,Roebling Washington Augustus,1881,1912,31,31,Male,,Passenger,1st Class,,17590,A24,Southampton,
2379,Rogan Patrick,1869,,43,,Male,,Crew,Engine,,,,Belfast,Southampton
2380,Rogers Edward James William,1880,1912,31,31,Male,Married,Crew,Victualling,,,,Southampton,
2381,Rogers Michael Joseph,1885,1912,26,26,Male,Engaged,Crew,Victualling,,,,Southampton,
2382,Rogers Reginald Harry,1893,1912,18,18,Male,Single,Passenger,2nd Class,,28004,,Southampton,
2383,Rogers William John,1882,1912,29,29,Male,Married,Passenger,3rd Class,,23567,,Southampton,
2384,Romaine Charles Hallace,1866,1922,45,55,Male,Married,Passenger,1st Class,,111428,,Southampton,New York City
2385,Rommetvedt Knud Paust,1863,1912,49,49,Male,Married,Passenger,3rd Class,,312993,,Southampton,
2386,Rondberg Edvard Larsson,1889,1912,22,22,Male,Engaged,Passenger,3rd Class,,347065,,Southampton,
2387,Rood Hugh Roscoe,1873,1912,39,39,Male,Married,Passenger,1st Class,,113767,A32,Southampton,
2388,Rosblom Helena Wilhelmina,1870,1912,41,41,Female,Married,Passenger,3rd Class,,370129,,Southampton,
2389,Rosblom Salli Helena,1910,1912,2,2,Female,,Passenger,3rd Class,,370129,,Southampton,
2390,Rosblom Viktor Richard,1894,1912,18,18,Male,,Passenger,3rd Class,,370129,,Southampton,
2391,Rosenbaum Edith Louise,1879,1975,32,95,Female,Single,Passenger,1st Class,,17613,A11 ?,Cherbourg,New York City
2392,Rosenshine George,1866,1912,45,45,Male,Single,Passenger,1st Class,,17585,,Cherbourg,
2393,Ross Horace Leopold,1874,1940,38,66,Male,Married,Crew,Victualling,,,,Southampton,New York City
2394,Ross John Hugo,1875,1912,36,36,Male,,Passenger,1st Class,,13049,A10,Southampton,
2395,Roth Sarah,1885,1947,26,61,Female,Engaged,Passenger,3rd Class,,342712,,Southampton,New York City
2396,"Rothes Lucy NoÎl Martha, Countess of",1878,1956,33,77,Female,Married,Passenger,1st Class,,110152,B77,Southampton,New York City
2397,Rothschild Elizabeth Jane Anne,1858,1943,54,85,Female,Married,Passenger,1st Class,,17603,,Cherbourg,New York City
2398,Rothschild Martin,1865,1912,46,46,Male,Married,Passenger,1st Class,,17603,,Cherbourg,
2399,Rotta Angelo Mario,1888,1912,23,23,Male,Single,Crew,A la Carte,,,,Southampton,
2400,Rous Arthur John,1886,1912,26,26,Male,Single,Crew,Engine,,,,Belfast,
2401,Rouse Richard Henry,1857,1912,55,55,Male,Married,Passenger,3rd Class,,3594,,Southampton,
2402,Rousseau Pierre,1863,1912,48,48,Male,Married,Crew,A la Carte,,,,Southampton,
2403,Rowe Alfred G.,1853,1912,59,59,Male,Married,Passenger,1st Class,,113790,,Southampton,
2404,Rowe Edgar Maurice,1880,1912,31,31,Male,Single,Crew,Victualling,,,,Belfast,
2405,Rowe George Thomas,1881,1974,31,92,Male,Single,Crew,Deck,,,,Belfast,New York City
2406,Rudd Henry,1888,1912,24,24,Male,Single,Crew,Engine,,,,Southampton,
2407,Rugg Emily,1889,1958,22,68,Female,,Passenger,2nd Class,,31026,,Southampton,New York City
2408,Rule Samuel James,1854,1915,58,61,Male,Married,Crew,Victualling,,,,Belfast,New York City
2409,Rush Alfred George John,1895,1912,17,17,Male,,Passenger,3rd Class,,20589,,Southampton,
2410,Russell Boysie Richard,1894,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
2411,Rutter Sidney Frank,1885,1912,26,26,Male,Married,Crew,Engine,,,,Southampton,
2412,Ryan Edward,1888,1974,24,86,Male,Single,Passenger,3rd Class,,383162,,Queenstown,New York City
2413,Ryan Patrick,1880,1912,32,32,Male,Single,Passenger,3rd Class,,371110,,Queenstown,
2414,Ryan Thomas,1884,1912,28,28,Male,Married,Crew,Victualling,,,,Southampton,
2415,Ryerson Arthur Larned,1851,1912,61,61,Male,Married,Passenger,1st Class,,17608,B57/63/66,Cherbourg,
2416,Ryerson Emily Borie,1893,1960,18,66,Female,Single,Passenger,1st Class,,17608,B57/63/66,Cherbourg,New York City
2417,Ryerson Emily Maria,1863,1939,48,76,Female,Married,Passenger,1st Class,,17608,B57/63/66,Cherbourg,New York City
2418,Ryerson John Borie,1898,1986,13,87,Male,,Passenger,1st Class,,17608,B57/63/66,Cherbourg,New York City
2419,Ryerson Susan Parker,1890,1921,21,30,Female,Single,Passenger,1st Class,,17608,B57/63/66,Cherbourg,New York City
2420,Ryerson William Edwy,1878,1949,33,71,Male,Married,Crew,Victualling,,,,Southampton,New York City
2421,Saad Amin Houssein,1882,1912,30,30,Male,,Passenger,3rd Class,,2671,,Cherbourg,
2422,Saalfeld Adolphe,1865,1926,47,61,Male,Married,Passenger,1st Class,,19988,C106,Southampton,New York City
2423,Saccaggi Giovanni Giuseppe Emilio,1887,1912,24,24,Male,Married,Crew,A la Carte,,,,Southampton,
2424,Sadlier Matthew,1892,1912,19,19,Male,Single,Passenger,3rd Class,,367655,,Queenstown,
2425,Sadowitz Henry,1895,1912,17,17,Male,Single,Passenger,3rd Class,,1855,,Southampton,
2426,Sage Annie Elizabeth,1867,1912,44,44,Female,Married,Passenger,3rd Class,,2343,,Southampton,
2427,Sage Anthony William,1899,1912,12,12,Male,,Passenger,3rd Class,,2343,,Southampton,
2428,Sage Constance Gladys,1904,1912,7,7,Female,,Passenger,3rd Class,,2343,,Southampton,
2429,Sage Dorothy Florence,1897,1912,14,14,Female,,Passenger,3rd Class,,2343,,Southampton,
2430,Sage Douglas Bullen,1893,1912,18,18,Male,Single,Passenger,3rd Class,,2343,,Southampton,
2431,Sage Elizabeth Ada,1901,1912,10,10,Female,,Passenger,3rd Class,,2343,,Southampton,
2432,Sage Frederick,1895,1912,16,16,Male,Single,Passenger,3rd Class,,2343,,Southampton,
2433,Sage George John,1892,1912,19,19,Male,Engaged,Passenger,3rd Class,,2343,,Southampton,
2434,Sage John George,1867,1912,44,44,Male,Married,Passenger,3rd Class,,2343,,Southampton,
2435,Sage Stella Anne,1891,1912,20,20,Female,Single,Passenger,3rd Class,,2343,,Southampton,
2436,Sage Thomas Henry,1907,1912,5,5,Male,,Passenger,3rd Class,,2343,,Southampton,
2437,Salander Karl Johan,1887,1912,24,24,Male,,Passenger,3rd Class,,7266,,Southampton,
2438,Salkjelsvik Anna Kristine,1890,1977,21,86,Female,Single,Passenger,3rd Class,,343120,,Southampton,New York City
2439,Salomon Abraham Lincoln,1868,1959,43,90,Male,Married,Passenger,1st Class,,111163,,Southampton,New York City
2440,Salonen Johan Werner,1883,1912,29,29,Male,,Passenger,3rd Class,,3101296,,Southampton,
2441,Salussolia Govanni,1886,1912,25,25,Male,Single,Crew,A la Carte,,,,Southampton,
2442,Samaan Elias,1895,1912,17,17,Male,,Passenger,3rd Class,,2662,,Cherbourg,
2443,Samaan Hanna Elias,1872,1912,40,40,Male,,Passenger,3rd Class,,2662,,Cherbourg,
2444,Samaan Youssef,1896,1912,16,16,Male,,Passenger,3rd Class,,2662,,Cherbourg,
2445,Samuel Owen Wilmore,1865,1912,47,47,Male,Married,Crew,Victualling,,,,Southampton,
2446,Sanderson Harold Arthur,1859,1932,52,72,Male,Married,Passenger,1st Class,,,,Belfast,Southampton
2447,Sandstrˆm Agnes Charlotta,1887,1985,24,98,Female,,Passenger,3rd Class,,9549,G6,Southampton,New York City
2448,Sandstrˆm Beatrice Irene,1910,1995,1,85,Female,,Passenger,3rd Class,,9549,G6,Southampton,New York City
2449,Sandstrˆm Marguerite Rut,1908,1963,4,55,Female,,Passenger,3rd Class,,9549,G6,Southampton,New York City
2450,Sangster Charles Edward,1882,1912,30,30,Male,Widowed,Crew,Engine,,,,Southampton,
2451,Sap Julius,1890,1966,21,76,Male,Single,Passenger,3rd Class,,345768,,Southampton,New York City
2452,Sartori Lazar,1888,1912,24,24,Male,,Crew,A la Carte,,,,Southampton,
2453,Saundercock William Henry,1892,1912,19,19,Male,,Passenger,3rd Class,,2151,,Southampton,
2454,Saunders F.,1890,1912,22,22,Male,Single,Crew,Engine,,,,Southampton,
2455,Saunders Walter Ernest,1886,1912,25,25,Male,Married,Crew,Engine,,,,Southampton,
2456,Saunders William Ernest,1879,1912,32,32,Male,Single,Crew,Victualling,,,,Southampton,
2457,Saunders William Henry,1881,1912,31,31,Male,Single,Crew,Engine,,,,Southampton,
2458,Savage Charles James,1888,1957,23,68,Male,Single,Crew,Victualling,,,,Southampton,New York City
2459,Sawyer Frederick Charles,1888,1912,24,24,Male,Single,Passenger,3rd Class,,342826,,Southampton,
2460,Sawyer Robert James,1880,1912,31,31,Male,Married,Crew,Deck,,,,Southampton,
