Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
2461,Scanlan James,1891,1912,20,20,Male,Single,Passenger,3rd Class,,36209,,Queenstown,
2462,Scarrott Joseph George,1878,1938,33,60,Male,Married,Crew,Deck,,,,Southampton,New York City
2463,Scavino Candido,1869,1912,42,42,Male,Married,Crew,A la Carte,,,,Southampton,
2464,Schabert Emma,1876,1961,35,84,Female,Married,Passenger,1st Class,,13236,C28,Cherbourg,New York City
2465,Scheerlinck Jean,1883,1956,29,73,Male,,Passenger,3rd Class,,345779,,Southampton,New York City
2466,Schmidt Augustus,1890,1912,22,22,Male,,Passenger,2nd Class,,248659,,Southampton,
2467,Scott Archibald,1870,1912,42,42,Male,Married,Crew,Engine,,,,Southampton,
2468,Scott Frederick William,1884,1915,28,31,Male,Married,Crew,Engine,,,,Southampton,New York City
2469,Scott John,1892,1912,20,20,Male,Single,Crew,Victualling,,,,Southampton,
2470,Scovell Robert,1857,1912,55,55,Male,Married,Crew,Victualling,,,,Southampton,
2471,Sdycoff Todor,1870,1912,42,42,Male,,Passenger,3rd Class,,349222,,Southampton,
2472,Sedgwick Charles Frederick Waddington,1884,1912,28,28,Male,Married,Passenger,2nd Class,,244361,,Southampton,
2473,Sedunary Samuel Francis,1887,1912,25,25,Male,Married,Crew,Victualling,,,,Southampton,
2474,Self Albert Charles Edward,1888,1954,24,65,Male,Single,Crew,Engine,,,,Southampton,New York City
2475,Self Alfred Henry,1872,1912,39,39,Male,Married,Crew,Engine,,,,Southampton,
2476,Seman Betros,1902,1912,10,10,Male,,Passenger,3rd Class,,2622,,Cherbourg,
2477,Senior Harry,1881,1937,31,56,Male,Single,Crew,Engine,,,,Southampton,New York City
2478,Sesia Giacomo,1888,1912,24,24,Male,Single,Crew,A la Carte,,,,Southampton,
2479,Seward Frederic Kimber,1878,1943,34,65,Male,Married,Passenger,1st Class,,113794,,Southampton,New York City
2480,Seward Wilfred Deable,1887,1963,25,76,Male,Single,Crew,Victualling,,,,Southampton,New York City
2481,Shannon Andrew John,1876,1912,35,35,Male,Married,Passenger,3rd Class,,370160,,Southampton,
2482,Shannon David McKay,1879,1961,33,82,Male,Single,Crew,Engine,,,,Belfast,Southampton
2483,Sharp Percival,1882,1912,29,29,Male,Single,Passenger,2nd Class,,244358,,Southampton,
2484,Shaughnessy Patrick,1886,1912,25,25,Male,Single,Passenger,3rd Class,,370374,,Queenstown,
2485,Shaw Andrew,1875,,37,,Male,,Crew,Engine,,,,Belfast,Southampton
2486,Shaw Henry,1870,1912,41,41,Male,Single,Crew,Victualling,,,,Southampton,
2487,Shea John Joseph,1872,1912,39,39,Male,Married,Crew,Victualling,,,,Belfast,
2488,Shea Thomas,1880,1912,32,32,Male,Single,Crew,Engine,,,,Southampton,
2489,Sheath Frederick,1892,1934,20,42,Male,,Crew,Engine,,,,Southampton,New York City
2490,Shellard Frederick Blainey,1857,1912,55,55,Male,Married,Passenger,3rd Class,,6212,,Southampton,
2491,Shelley Imanita Parrish,1887,1954,24,66,Female,Married,Passenger,2nd Class,,230433,,Southampton,New York City
2492,Shepherd Jonathan,1880,1912,32,32,Male,Single,Crew,Engine,,,,Southampton,
2493,Shiers Alfred Charles,1886,1946,25,59,Male,Single,Crew,Engine,,,,Southampton,New York City
2494,Shih?b Al-Am?r F?ris,1886,1912,26,26,Male,,Passenger,3rd Class,,2631,,Cherbourg,
2495,Shillabeer Charles Frederick,1892,1912,19,19,Male,Single,Crew,Engine,,,,Southampton,
2496,Shine Ellen,1891,1993,20,101,Female,Single,Passenger,3rd Class,,330968,,Queenstown,New York City
2497,Shorney Charles Joseph,1889,1912,22,22,Male,,Passenger,3rd Class,,374910,,Southampton,
2498,Shulver Christopher Arthur,1883,1922,28,39,Male,,Crew,Engine,,,,Southampton,New York City
2499,Siebert Sidney Conrad,1882,1912,29,29,Male,Married,Crew,Victualling,,,,Belfast,
2500,Silverthorne Spencer Victor,1876,1964,35,87,Male,Married,Passenger,1st Class,,17475,E24,Southampton,New York City
2501,Silvey Alice Gray,1872,1958,39,85,Female,Married,Passenger,1st Class,,13507,E44,Cherbourg,New York City
2502,Silvey William Baird,1861,1912,51,51,Male,Married,Passenger,1st Class,,13507,E44,Cherbourg,
2503,SilvÈn Lyyli Karoliina,1894,1974,17,79,Female,,Passenger,2nd Class,,250652,,Southampton,New York City
2504,Simmons Andrew George James,1880,1948,31,67,Male,Single,Crew,Victualling,,,,Southampton,New York City
2505,Simmons Frederick Charles,1887,1912,24,24,Male,Married,Crew,Victualling,,,,Southampton,
2506,Simmons John,1872,1912,40,40,Male,Single,Passenger,3rd Class,,392082,,Southampton,
2507,Simmons William Simon Catcott,1875,1912,37,37,Male,Married,Crew,Victualling,,,,Southampton,
2508,Simms William,1874,,38,,Male,,Crew,Engine,,,,Belfast,Southampton
2509,Simonius-Blumer Colonel (Oberst) Alfons,1855,1920,56,64,Male,Married,Passenger,1st Class,,13213,A26,Southampton,New York City
2510,Simpson John Edward,1875,1912,37,37,Male,Married,Crew,Deck,,,,Southampton,
2511,Sincock Maude,1891,1984,20,93,Female,Single,Passenger,2nd Class,,33112,,Southampton,New York City
2512,Sinkkonen Anna,1882,1963,30,81,Female,,Passenger,2nd Class,,250648,,Southampton,New York City
2513,Siraganian Arsen,1890,1912,22,22,Male,,Passenger,3rd Class,,2669,,Cherbourg,
2514,Sirota Morris,1892,1912,19,19,Male,,Passenger,3rd Class,,392092,,Southampton,
2515,Sivier William,1888,1912,23,23,Male,Single,Crew,Victualling,,,,Southampton,
2516,Sivi? Husein,1872,1912,40,40,Male,Married,Passenger,3rd Class,,349251,,Southampton,
2517,Sivola Antti Wilhelm,1891,1912,21,21,Male,,Passenger,3rd Class,,3101280,,Southampton,
2518,Sjˆblom Anna Sofia,1894,1975,18,81,Female,Single,Passenger,3rd Class,,3101265,D-O134,Southampton,New York City
2519,Sjˆstedt Ernst Adolf,1852,1912,59,59,Male,Married,Passenger,2nd Class,,237442,,Southampton,
2520,Skeates William,1889,1912,23,23,Male,Married,Crew,Engine,,,,Southampton,
2521,Skinner Edward,1871,1912,41,41,Male,Single,Crew,Victualling,,,,Belfast,
2522,Skoog Anna Bernhardina,1868,1912,43,43,Female,Married,Passenger,3rd Class,,347088,,Southampton,
2523,Skoog Harald,1906,1912,5,5,Male,,Passenger,3rd Class,,347088,,Southampton,
2524,Skoog Karl Thorsten,1900,1912,11,11,Male,,Passenger,3rd Class,,347088,,Southampton,
2525,Skoog Mabel,1902,1912,9,9,Female,,Passenger,3rd Class,,347088,,Southampton,
2526,Skoog Margit Elizabeth,1910,1912,2,2,Female,,Passenger,3rd Class,,347088,,Southampton,
2527,Skoog Wilhelm Johansson,1872,1912,40,40,Male,Married,Passenger,3rd Class,,347088,,Southampton,
2528,Slabenoff Petco,1870,1912,42,42,Male,,Passenger,3rd Class,,349214,,Southampton,
2529,Slayter Hilda Mary,1882,1965,30,83,Female,Engaged,Passenger,2nd Class,,234818,,Queenstown,New York City
2530,Slemen Richard James,1876,1912,35,35,Male,Single,Passenger,2nd Class,,28206,,Southampton,
2531,Slight Harry John,1878,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,
2532,Slight William Henry James,1875,1912,36,36,Male,Widowed,Crew,Victualling,,,,Belfast,
2533,Sloan Mary Jane,1866,1953,45,86,Female,Single,Crew,Victualling,,,,Southampton,New York City
2534,Sloan Peter,1881,1912,31,31,Male,Married,Crew,Engine,,,,Belfast,
2535,Sloan Thomas,,,,,Male,,Crew,Deck,,,,Belfast,Southampton
2536,Slocombe Maude Louise,1881,1967,30,85,Female,Married,Crew,Victualling,,,,Southampton,New York City
2537,Slocovski Selman Francis,1892,1912,20,20,Male,,Passenger,3rd Class,,392086,,Southampton,
2538,Sloper William Thompson,1883,1955,28,71,Male,Single,Passenger,1st Class,,113788,,Southampton,New York City
2539,Small William McMillan,1870,1912,42,42,Male,Married,Crew,Engine,,,,Southampton,
2540,Smart John Montgomery,1856,1912,56,56,Male,Single,Passenger,1st Class,,113792,,Southampton,
2541,Smiljani? Mile,1875,1912,37,37,Male,Married,Passenger,3rd Class,,315037,,Southampton,
2542,Smillie John Downing,1883,1912,28,28,Male,Single,Crew,Victualling,,,,Belfast,
2543,Smith Charles Edwin,1872,1912,38,38,Male,Married,Crew,Victualling,,,,Southampton,
2544,Smith Charles Henry James,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,
2545,Smith Ernest George,1885,1912,27,27,Male,Single,Crew,Engine,,,,Southampton,
2546,Smith James Clinch,1856,1912,56,56,Male,Married,Passenger,1st Class,,17764,A7,Cherbourg,
2547,Smith James Muil,1873,1912,39,39,Male,Married,Crew,Engine,,,,Belfast,
2548,Smith James William,1887,1912,24,24,Male,Single,Crew,Victualling,,,,Southampton,
2549,Smith Joseph,1887,,25,,Male,,Crew,Engine,,,,Belfast,Southampton
2550,Smith Kate Elizabeth,1866,1947,45,80,Female,Single,Crew,Victualling,,,,Southampton,New York City
2551,Smith Lucian Philip,1887,1912,24,24,Male,Married,Passenger,1st Class,,13695,C31,Cherbourg,
2552,Smith Marion,1863,1940,49,77,Female,Single,Passenger,2nd Class,,31418,,Southampton,New York City
2553,Smith Mary Eloise,1893,1940,18,46,Female,Married,Passenger,1st Class,,13695,C31,Cherbourg,New York City
2554,Smith Reginald George,1879,1912,33,33,Male,Single,Crew,Victualling,,,,Southampton,
2555,Smith Richard William,1854,1912,57,57,Male,Single,Passenger,1st Class,,113056,A19,Southampton,
2556,Smith Walter,1868,1932,44,64,Male,Single,Crew,Deck,,,,Belfast,Southampton
2557,Smith William,1886,1912,26,26,Male,Single,Crew,Deck,,,,Southampton,
2558,Smither Harry James,1889,1912,22,22,Male,Married,Crew,Engine,,,,Southampton,
2559,Smyth John Patrick,1877,,35,,Male,Married,Crew,Engine,,,,Belfast,Southampton
2560,Smyth Julia,1893,1977,18,83,Female,Single,Passenger,3rd Class,,335432,,Queenstown,New York City
2561,Smyth Thomas,1886,1912,26,26,Male,Single,Passenger,3rd Class,,384461,,Queenstown,
2562,Snape Lucy Violet,1890,1912,22,22,Female,Widowed,Crew,Victualling,,,,Southampton,
2563,Snellgrove George,1871,1912,41,41,Male,Married,Crew,Engine,,,,Southampton,
2564,Snook William Henry,1886,1912,25,25,Male,Single,Crew,Engine,,,,Southampton,
2565,Snow Eustace Philip,1890,1966,21,75,Male,Single,Crew,Engine,,,,Southampton,New York City
2566,Snyder John Pillsbury,1888,1959,24,71,Male,Married,Passenger,1st Class,,21228,B45,Southampton,New York City
2567,Snyder Nelle,1889,1983,23,94,Female,Married,Passenger,1st Class,,21228,B45,Southampton,New York City
2568,Sobey Samuel James Hayden,1886,1912,25,25,Male,Single,Passenger,2nd Class,,29178,,Southampton,
2569,Somerton Francis William,1881,1912,30,30,Male,Married,Passenger,3rd Class,,18509,,Southampton,
2570,Sparkman Henry William,1876,1947,36,71,Male,Married,Crew,Engine,,,,Southampton,New York City
2571,Spector Woolf,1889,1912,23,23,Male,Single,Passenger,3rd Class,,3236,,Southampton,
2572,Spedden Frederic Oakley,1867,1947,45,80,Male,Married,Passenger,1st Class,,16966,E34,Cherbourg,New York City
2573,Spedden Margaretta Corning,1872,1950,39,77,Female,Married,Passenger,1st Class,,16966,E34,Cherbourg,New York City
2574,Spedden Robert Douglas,1905,1915,6,9,Male,,Passenger,1st Class,,16966,E40,Cherbourg,New York City
2575,Spencer Marie Eugenie,1864,1913,48,49,Female,Married,Passenger,1st Class,,17569,B78,Cherbourg,New York City
2576,Spencer William Augustus,1855,1912,57,57,Male,Married,Passenger,1st Class,,17569,B78,Cherbourg,
2577,Spinner Henry John,1880,1912,31,31,Male,Married,Passenger,3rd Class,,369943,,Southampton,
2578,Stagg John Henry,1873,1912,38,38,Male,Married,Crew,Victualling,,,,Southampton,
2579,Stanbrook  Augustus George,1881,1912,31,31,Male,Single,Crew,Engine,,,,Southampton,
2580,Staneff Ivan,1889,1912,23,23,Male,,Passenger,3rd Class,,349208,,Southampton,
2581,Stankovi? Ivan,1879,1912,33,33,Male,Single,Passenger,3rd Class,,349239,,Cherbourg,
2582,Stanley Amy Zillah Elsie,1888,1955,24,67,Female,,Passenger,3rd Class,,2314,,Southampton,New York City
2583,Stanley Rowland Edwin,1890,1912,22,22,Male,Single,Passenger,3rd Class,,45380,,Southampton,
2584,Stanton Samuel Ward,1870,1912,42,42,Male,Married,Passenger,2nd Class,,237734,,Cherbourg,
2585,Stap Sarah Agnes,1864,1937,47,72,Female,Single,Crew,Victualling,,,,Southampton,New York City
2586,Starkey Henry,1864,1939,48,75,Male,,Crew,Deck,,,,Belfast,Southampton
2587,Stead William Thomas,1849,1912,62,62,Male,Married,Passenger,1st Class,,113514,C87 ?,Southampton,
2588,Stebbings Sydney Frederick,1876,1912,36,36,Male,Married,Crew,Victualling,,,,Belfast,
2589,Stengel Annie May,1868,1956,43,87,Female,Married,Passenger,1st Class,,11778,C116,Cherbourg,New York City
2590,Stengel Charles Emil Henry,1857,1914,54,56,Male,Married,Passenger,1st Class,,11778,C116,Cherbourg,New York City
2591,Stephenson Martha,1860,1934,52,74,Female,,Passenger,1st Class,,36947,D20,Cherbourg,New York City
2592,Stevenson Andrew,1884,,28,,Male,,Crew,Engine,,,,Belfast,Southampton
2593,Stevenson James,1866,1919,46,52,Male,Married,Crew,Engine,,,,Belfast,Southampton
2594,Stevenson John,1863,,49,,Male,,Crew,Engine,,,,Belfast,Southampton
2595,Stewart Albert Ankeny,1848,1912,64,64,Male,Married,Passenger,1st Class,,17605,,Cherbourg,
2596,Stewart John,1883,1946,28,62,Male,Married,Crew,Victualling,,,,Belfast,New York City
2597,Stewart John Francis Croker,1881,1963,30,81,Male,Married,Crew,Engine,,,,Belfast,Southampton
2598,Stewart Matthew,1887,,25,,Male,,Crew,Engine,,,,Belfast,Southampton
2599,Stocker Henry Dorey,1892,1912,20,20,Male,Single,Crew,Engine,,,,Southampton,
2600,Stokes Philip Joseph,1887,1912,24,24,Male,,Passenger,2nd Class,,13540,,Southampton,
2601,Stone Edmund,1879,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,
2602,Stone Edward Thomas,1882,1912,29,29,Male,Married,Crew,Victualling,,,,Southampton,
2603,Stone Martha Evelyn,1851,1924,61,73,Female,Widowed,Passenger,1st Class,,113572,B28,Southampton,New York City
2604,Storey Thomas,1853,1912,59,59,Male,Single,Passenger,3rd Class,,370160,,Southampton,
2605,Stoytcheff Ilia,1893,1912,19,19,Male,,Passenger,3rd Class,,349205,,Southampton,
2606,Strandberg Ida Sofia,1889,1912,22,22,Female,,Passenger,3rd Class,,7553,,Southampton,
2607,StrandÈn Juho Niilosson,1881,1943,30,62,Male,Single,Passenger,3rd Class,,3101288,,Southampton,New York City
2608,Strange Samuel,1872,1916,40,44,Male,Married,Crew,Engine,,,,Belfast,Southampton
2609,Straus Isidor,1845,1912,67,67,Male,Married,Passenger,1st Class,,17483,C55,Southampton,
2610,Straus Rosalie Ida,1849,1912,63,63,Female,Married,Passenger,1st Class,,17483,C55,Southampton,
2611,Street Thomas Albert,1887,1964,25,76,Male,Single,Crew,Engine,,,,Southampton,New York City
2612,Strili? Ivan,1885,1912,26,26,Male,Married,Passenger,3rd Class,,315083,,Southampton,
2613,Stroud Edward Alfred Orlando,1893,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,
2614,Stroud Harry John,1876,1912,35,35,Male,Single,Crew,Victualling,,,,Southampton,
2615,Strugnell John Herbert,1878,1912,34,34,Male,Single,Crew,Victualling,,,,Belfast,
2616,Strˆm Elna Matilda,1882,1912,29,29,Female,Married,Passenger,3rd Class,,347054,G6,Southampton,
2617,Strˆm Telma Matilda,1909,1912,2,2,Female,,Passenger,3rd Class,,347054,G6,Southampton,
2618,Stubbings Harry Robert,1881,1912,31,31,Male,Single,Crew,Victualling,,,,Belfast,
2619,Stubbs James Henry,1884,1912,28,28,Male,Single,Crew,Engine,,,,Southampton,
2620,St‰helin-Maeglin Max,1880,1968,32,88,Male,,Passenger,1st Class,,13214,B50,Southampton,New York City
2621,Sunderland Victor Francis,1892,1973,20,81,Male,Single,Passenger,3rd Class,,392089,,Southampton,New York City
2622,Sundman Johan Julian,1867,1920,45,52,Male,Married,Passenger,3rd Class,,3101269,,Southampton,New York City
2623,Sutehall Henry,1886,1912,25,25,Male,Engaged,Passenger,3rd Class,,392076,,Southampton,
2624,Sutton Frederick,1850,1912,61,61,Male,Married,Passenger,1st Class,,36963,D50,Southampton,
2625,Svensson Johan,1837,1912,74,74,Male,Widowed,Passenger,3rd Class,,347060,,Southampton,
2626,Svensson Johan Cervin,1898,1981,14,83,Male,,Passenger,3rd Class,,7538,,Southampton,New York City
2627,Svensson Olof,1887,1912,24,24,Male,,Passenger,3rd Class,,350035,,Southampton,
2628,Swan William,1864,1912,48,48,Male,Married,Crew,Victualling,,,,Belfast,
2629,Swarbrick Joseph,1892,1944,20,52,Male,Single,Crew,Engine,,,,Belfast,Southampton
2630,Swarbrick William John,1888,1968,23,79,Male,,Crew,Engine,,,,Belfast,Southampton
2631,Sweet George Frederick,1897,1912,14,14,Male,,Passenger,2nd Class,,220845,,Southampton,
2632,Swift Margaret Welles,1865,1948,46,82,Female,Widowed,Passenger,1st Class,,17466,D17,Southampton,New York City
2633,Symonds John Crane,1867,1912,44,44,Male,Single,Crew,Victualling,,,,Belfast,
2634,Symons George Thomas Macdonald,1888,1950,24,62,Male,,Crew,Deck,,,,Southampton,New York City
2635,SÊther Simon Sivertsen,1868,1912,43,43,Male,Married,Passenger,3rd Class,,3101262,,Southampton,
2636,S¯holt Peter Andreas Lauritz Andersen,1892,1912,19,19,Male,Single,Passenger,3rd Class,,348124,[F] G73,Southampton,
2637,Taggart William,1887,,24,,Male,Married,Crew,Engine,,,,Belfast,Southampton
2638,Talbot George Frederick Charles,1891,1912,20,20,Male,Single,Crew,Victualling,,,,Southampton,
2639,Tamlyn Frederick,1888,1912,23,23,Male,Single,Crew,Deck,,,,Southampton,
2640,Tann?s As'ad,1911,1931,0,19,Male,,Passenger,3rd Class,,2625,,Cherbourg,New York City
2641,Tann?s Bash?r,1881,1912,30,30,Male,,Passenger,3rd Class,,2621,,Cherbourg,
2642,Tann?s Tham?n,1895,1974,16,78,Female,,Passenger,3rd Class,,2625,,Cherbourg,New York City
2643,Taussig Emil,1857,1912,54,54,Male,Married,Passenger,1st Class,,110413,E67,Southampton,
2644,Taussig Ruth,1893,1925,18,31,Female,Single,Passenger,1st Class,,110413,E68,Southampton,New York City
2645,Taussig Tillie,1872,1957,39,84,Female,Married,Passenger,1st Class,,110413,E67,Southampton,New York City
2646,Taylor Bernard Cuthbert,1889,1912,22,22,Male,Single,Crew,Victualling,,,,Southampton,
2647,Taylor Charles William Frederick,1871,1912,40,40,Male,Married,Crew,Deck,,,,Southampton,
2648,Taylor Elmer Zebley,1864,1949,48,85,Male,Married,Passenger,1st Class,,19996,C126,Southampton,New York City
2649,Taylor George,1888,1931,23,43,Male,Married,Crew,Engine,,,,Southampton,New York City
2650,Taylor J.,1870,1912,42,42,Male,Married,Crew,Engine,,,,Southampton,
2651,Taylor John Henry,1862,1912,49,49,Male,Married,Crew,Engine,,,,Southampton,
2652,Taylor Juliet Cummins,1862,1927,49,64,Female,Married,Passenger,1st Class,,19996,C126,Southampton,New York City
2653,Taylor Leonard,1893,1912,19,19,Male,,Crew,Victualling,,,,Southampton,
2654,Taylor William Henry,1883,1914,28,30,Male,Married,Crew,Engine,,,,Southampton,New York City
2655,Taylor William John,1881,1912,31,31,Male,Married,Crew,Victualling,,,,Southampton,
2656,Tenglin Gunnar Isidor,1887,1974,25,86,Male,,Passenger,3rd Class,,350033,,Southampton,New York City
2657,Terrell Bertram,1893,1912,19,19,Male,Single,Crew,Deck,,,,Southampton,
2658,Terrill Frank,1884,,27,,Male,,Crew,Victualling,,,,Southampton,New York City
2659,Testoni Ercole,1888,1912,23,23,Male,Single,Crew,A la Carte,,,,Southampton,
2660,Teuton Thomas Moore,1877,1912,35,35,Male,Married,Crew,Victualling,,,,Southampton,
2661,Thaler Montague Donald,1894,1912,17,17,Male,Single,Crew,Victualling,,,,Southampton,
2662,Thayer John Borland,1862,1912,49,49,Male,Married,Passenger,1st Class,,17421,C68,Cherbourg,
2663,Thayer John Borland,1894,1945,17,50,Male,Single,Passenger,1st Class,,17421,C70,Cherbourg,New York City
2664,Thayer Marian Longstreth,1872,1944,39,71,Female,Married,Passenger,1st Class,,17421,C68,Cherbourg,New York City
2665,Theissinger Alfred,1865,1949,46,83,Male,,Crew,Victualling,,,,Southampton,New York City
2666,Theobald Thomas Leonard,1878,1912,34,34,Male,Married,Passenger,3rd Class,,363294,,Southampton,
2667,Thomas Albert Charles,1889,1973,23,84,Male,Single,Crew,Victualling,,,,Southampton,New York City
2668,Thomas Benjamin James,1881,1937,30,55,Male,Married,Crew,Victualling,,,,Belfast,New York City
2669,Thomas John,1887,,25,,Male,,Crew,Deck,,,,Belfast,Southampton
2670,Thomas Joseph Wakefield,1888,1912,23,23,Male,Married,Crew,Engine,,,,Southampton,
